serial_number,date,ai_result,wav_data
ITRI0003005,2024-10-16,18.00000,2024-10-16T134808
ITRI0003005,2024-10-16,18.00000,2024-10-16T134802
ITRI0003005,2024-10-16,35.00000,2024-10-16T134724
ITRI0003005,2024-10-16,18.00000,2024-10-16T134645
ITRI0003005,2024-10-16,13.00000,2024-10-16T134641
ITRI0003005,2024-10-16,37.00000,2024-10-16T134631
ITRI0003005,2024-10-16,18.00000,2024-10-16T134558
ITRI0003005,2024-10-16,18.00000,2024-10-16T134554
ITRI0003005,2024-10-16,18.00000,2024-10-16T134524
ITRI0003005,2024-10-16,18.00000,2024-10-16T134515
ITRI0003005,2024-10-16,10.00000,2024-10-16T134351
ITRI0003005,2024-10-16,37.00000,2024-10-16T134324
ITRI0003005,2024-10-16,32.00000,2024-10-16T134255
ITRI0003005,2024-10-16,24.00000,2024-10-16T134223
ITRI0003005,2024-10-16,18.00000,2024-10-16T134217
ITRI0003005,2024-10-16,18.00000,2024-10-16T134009
ITRI0003005,2024-10-16,18.00000,2024-10-16T134003
ITRI0003005,2024-10-16,27.00000,2024-10-16T133934
ITRI0003005,2024-10-16,10.00000,2024-10-16T133926
ITRI0003005,2024-10-16,40.00000,2024-10-16T133858
ITRI0003005,2024-10-16,18.00000,2024-10-16T133851
ITRI0003005,2024-10-16,32.00000,2024-10-16T133846
ITRI0003005,2024-10-16,39.00000,2024-10-16T133819
ITRI0003005,2024-10-16,18.00000,2024-10-16T133813
ITRI0003005,2024-10-16,30.00000,2024-10-16T133740
ITRI0005001,2024-10-16,35.00000,2024-10-16T120538
ITRI0005001,2024-10-16,18.00000,2024-10-16T120507
ITRI0002001,2024-10-16,14.00000,2024-10-16T105133
ITRI0002001,2024-10-16,18.00000,2024-10-16T105116
ITRI0002001,2024-10-16,18.00000,2024-10-16T103102
ITRI0002001,2024-10-16,18.00000,2024-10-16T102355
ITRI0002001,2024-10-16,18.00000,2024-10-16T102350
ITRI0002001,2024-10-16,35.00000,2024-10-16T102312
ITRI0002001,2024-10-16,35.00000,2024-10-16T102157
ITRI0002001,2024-10-16,40.00000,2024-10-16T101928
ITRI0002001,2024-10-16,18.00000,2024-10-16T101806
ITRI0002001,2024-10-16,35.00000,2024-10-16T101123
ITRI0002001,2024-10-16,40.00000,2024-10-16T100956
ITRI0002001,2024-10-16,40.00000,2024-10-16T100723
ITRI0002001,2024-10-16,18.00000,2024-10-16T100421
ITRI0002001,2024-10-16,10.00000,2024-10-16T100322
ITRI0002001,2024-10-16,11.00000,2024-10-16T100048
ITRI0002001,2024-10-16,14.00000,2024-10-16T100040
ITRI0002001,2024-10-16,12.00000,2024-10-16T095852
ITRI0004002,2024-10-16,17.00000,2024-10-16T095708
ITRI0002001,2024-10-16,11.00000,2024-10-16T095524
ITRI0002001,2024-10-16,18.00000,2024-10-16T095500
ITRI0002001,2024-10-16,18.00000,2024-10-16T095429
ITRI0002001,2024-10-16,18.00000,2024-10-16T094626
ITRI0002001,2024-10-16,18.00000,2024-10-16T094415
ITRI0002001,2024-10-16,18.00000,2024-10-16T094407
ITRI0002001,2024-10-16,39.00000,2024-10-16T094402
ITRI0002001,2024-10-16,15.00000,2024-10-16T094348
ITRI0002001,2024-10-16,29.00000,2024-10-16T094313
ITRI0002001,2024-10-16,18.00000,2024-10-16T094300
ITRI0002001,2024-10-16,18.00000,2024-10-16T094250
ITRI0002001,2024-10-16,15.00000,2024-10-16T094225
ITRI0002001,2024-10-16,15.00000,2024-10-16T093320
ITRI0002001,2024-10-16,18.00000,2024-10-16T093148
ITRI0002001,2024-10-16,18.00000,2024-10-16T093136
ITRI0002001,2024-10-16,18.00000,2024-10-16T093125
ITRI0000007,2024-10-16,13.00000,2024-10-16T090318
ITRI0000007,2024-10-16,29.00000,2024-10-16T090243
ITRI0000007,2024-10-16,13.00000,2024-10-16T090235
ITRI0000007,2024-10-16,18.00000,2024-10-16T090215
ITRI0003004,2024-10-16,15.00000,2024-10-16T000456
ITRI0003004,2024-10-16,18.00000,2024-10-16T000449
ITRI0003004,2024-10-16,36.00000,2024-10-16T000420
ITRI0003004,2024-10-16,18.00000,2024-10-16T000414
ITRI0003004,2024-10-16,18.00000,2024-10-16T000037
ITRI0003004,2024-10-15,18.00000,2024-10-15T234910
ITRI0003004,2024-10-15,16.00000,2024-10-15T234902
ITRI0003004,2024-10-15,10.00000,2024-10-15T234741
ITRI0003004,2024-10-15,18.00000,2024-10-15T234714
ITRI0003004,2024-10-15,12.00000,2024-10-15T234703
ITRI0003004,2024-10-15,15.00000,2024-10-15T234633
ITRI0003004,2024-10-15,12.00000,2024-10-15T234624
ITRI0003004,2024-10-15,11.00000,2024-10-15T234558
ITRI0003004,2024-10-15,13.00000,2024-10-15T234553
ITRI0003004,2024-10-15,18.00000,2024-10-15T234549
ITRI0003004,2024-10-15,18.00000,2024-10-15T234543
ITRI0003004,2024-10-15,15.00000,2024-10-15T232353
ITRI0003004,2024-10-15,18.00000,2024-10-15T232349
ITRI0003004,2024-10-15,17.00000,2024-10-15T232345
ITRI0003004,2024-10-15,37.00000,2024-10-15T231525
ITRI0003004,2024-10-15,18.00000,2024-10-15T231520
ITRI0003004,2024-10-15,30.00000,2024-10-15T231250
ITRI0003004,2024-10-15,32.00000,2024-10-15T231246
ITRI0003004,2024-10-15,30.00000,2024-10-15T231225
ITRI0003004,2024-10-15,10.00000,2024-10-15T231159
ITRI0003004,2024-10-15,40.00000,2024-10-15T231109
ITRI0003004,2024-10-15,18.00000,2024-10-15T231039
ITRI0003004,2024-10-15,40.00000,2024-10-15T230933
ITRI0003004,2024-10-15,40.00000,2024-10-15T230930
ITRI0003004,2024-10-15,18.00000,2024-10-15T230846
ITRI0003004,2024-10-15,18.00000,2024-10-15T230327
ITRI0003004,2024-10-15,40.00000,2024-10-15T230301
ITRI0003004,2024-10-15,40.00000,2024-10-15T230254
ITRI0003004,2024-10-15,39.00000,2024-10-15T230224
ITRI0003004,2024-10-15,18.00000,2024-10-15T230128
ITRI0003004,2024-10-15,18.00000,2024-10-15T230124
ITRI0003004,2024-10-15,18.00000,2024-10-15T230120
ITRI0003004,2024-10-15,18.00000,2024-10-15T230055
ITRI0003004,2024-10-15,18.00000,2024-10-15T230030
ITRI0003004,2024-10-15,18.00000,2024-10-15T225904
ITRI0003004,2024-10-15,12.00000,2024-10-15T225848
ITRI0003004,2024-10-15,18.00000,2024-10-15T225804
ITRI0003004,2024-10-15,18.00000,2024-10-15T225736
ITRI0003004,2024-10-15,18.00000,2024-10-15T225733
ITRI0003004,2024-10-15,18.00000,2024-10-15T225728
ITRI0003004,2024-10-15,18.00000,2024-10-15T225625
ITRI0003004,2024-10-15,18.00000,2024-10-15T225621
ITRI0003004,2024-10-15,18.00000,2024-10-15T225617
ITRI0003004,2024-10-15,18.00000,2024-10-15T225334
ITRI0003004,2024-10-15,30.00000,2024-10-15T225329
ITRI0003004,2024-10-15,18.00000,2024-10-15T225325
ITRI0003004,2024-10-15,18.00000,2024-10-15T225321
ITRI0003004,2024-10-15,18.00000,2024-10-15T225254
ITRI0003004,2024-10-15,18.00000,2024-10-15T225214
ITRI0003004,2024-10-15,12.00000,2024-10-15T225120
ITRI0003004,2024-10-15,18.00000,2024-10-15T224753
ITRI0003004,2024-10-15,34.00000,2024-10-15T224635
ITRI0003004,2024-10-15,18.00000,2024-10-15T224507
ITRI0003004,2024-10-15,18.00000,2024-10-15T224437
ITRI0003004,2024-10-15,18.00000,2024-10-15T224432
ITRI0003004,2024-10-15,18.00000,2024-10-15T224035
ITRI0003004,2024-10-15,18.00000,2024-10-15T224030
ITRI0003004,2024-10-15,18.00000,2024-10-15T223809
ITRI0001001,2024-10-15,10.00000,2024-10-15T122311
ITRI0001001,2024-10-15,18.00000,2024-10-15T122031
ITRI0001001,2024-10-15,13.00000,2024-10-15T121821
ITRI0001001,2024-10-15,18.00000,2024-10-15T121813
ITRI0001001,2024-10-15,18.00000,2024-10-15T121424
ITRI0001001,2024-10-15,18.00000,2024-10-15T121419
ITRI0001001,2024-10-15,18.00000,2024-10-15T121414
ITRI0001001,2024-10-15,10.00000,2024-10-15T121155
ITRI0001001,2024-10-15,10.00000,2024-10-15T121135
ITRI0001001,2024-10-15,12.00000,2024-10-15T121032
ITRI0001001,2024-10-15,11.00000,2024-10-15T121023
ITRI0001001,2024-10-15,18.00000,2024-10-15T121018
ITRI0001001,2024-10-15,10.00000,2024-10-15T120948
ITRI0001001,2024-10-15,18.00000,2024-10-15T120942
ITRI0001001,2024-10-15,18.00000,2024-10-15T120928
ITRI0001001,2024-10-15,10.00000,2024-10-15T120852
ITRI0001001,2024-10-15,18.00000,2024-10-15T120844
ITRI0001001,2024-10-15,18.00000,2024-10-15T120839
ITRI0001001,2024-10-15,18.00000,2024-10-15T120811
ITRI0001001,2024-10-15,18.00000,2024-10-15T120806
ITRI0001001,2024-10-15,36.00000,2024-10-15T120802
ITRI0001001,2024-10-15,13.00000,2024-10-15T120654
ITRI0001001,2024-10-15,12.00000,2024-10-15T120616
ITRI0001001,2024-10-15,18.00000,2024-10-15T120605
ITRI0001001,2024-10-15,16.00000,2024-10-15T120533
ITRI0001001,2024-10-15,13.00000,2024-10-15T120521
KST0000002,2024-10-15,18.00000,2024-10-15T113054
KST0000002,2024-10-15,18.00000,2024-10-15T113049
ITRI0003005,2024-10-15,16.00000,2024-10-15T112306
ITRI0003005,2024-10-15,32.00000,2024-10-15T112229
ITRI0003005,2024-10-15,18.00000,2024-10-15T112154
ITRI0003005,2024-10-15,18.00000,2024-10-15T111954
ITRI0003005,2024-10-15,18.00000,2024-10-15T111434
ITRI0003005,2024-10-15,18.00000,2024-10-15T111219
ITRI0002001,2024-10-15,15.00000,2024-10-15T102821
ITRI0002001,2024-10-15,10.00000,2024-10-15T102017
ITRI0002001,2024-10-15,10.00000,2024-10-15T100635
ITRI0002001,2024-10-15,31.00000,2024-10-15T100311
ITRI0002001,2024-10-15,33.00000,2024-10-15T100121
ITRI0002001,2024-10-15,10.00000,2024-10-15T100110
ITRI0002001,2024-10-15,10.00000,2024-10-15T094155
ITRI0004002,2024-10-14,18.00000,2024-10-14T144742
KST0000002,2024-10-14,31.00000,2024-10-14T143503
KST0000002,2024-10-14,30.00000,2024-10-14T143459
KST0000002,2024-10-14,28.00000,2024-10-14T143456
KST0000002,2024-10-14,40.00000,2024-10-14T143406
KST0000002,2024-10-14,34.00000,2024-10-14T143351
KST0000002,2024-10-14,37.00000,2024-10-14T143340
ITRI0004002,2024-10-14,18.00000,2024-10-14T140707
ITRI0004002,2024-10-14,13.00000,2024-10-14T140351
ITRI0004002,2024-10-14,13.00000,2024-10-14T112110
ITRI0004002,2024-10-14,30.00000,2024-10-14T112105
ITRI0009001,2024-10-11,37.00000,2024-10-11T161034
ITRI0009001,2024-10-11,37.00000,2024-10-11T161034
ITRI0009001,2024-10-11,40.00000,2024-10-11T160541
ITRI0009001,2024-10-11,40.00000,2024-10-11T160541
ITRI0003004,2024-10-11,18.00000,2024-10-11T145849
ITRI0003004,2024-10-11,10.00000,2024-10-11T145640
ITRI0003004,2024-10-11,15.00000,2024-10-11T145238
ITRI0003004,2024-10-11,18.00000,2024-10-11T145234
ITRI0003004,2024-10-11,10.00000,2024-10-11T145136
ITRI0003004,2024-10-11,30.00000,2024-10-11T144922
ITRI0003004,2024-10-11,18.00000,2024-10-11T144807
ITRI0003004,2024-10-11,18.00000,2024-10-11T144446
ITRI0003004,2024-10-11,13.00000,2024-10-11T144441
ITRI0003004,2024-10-11,18.00000,2024-10-11T144437
ITRI0003004,2024-10-11,11.00000,2024-10-11T144358
ITRI0003004,2024-10-11,11.00000,2024-10-11T144319
ITRI0003004,2024-10-11,18.00000,2024-10-11T144315
ITRI0003004,2024-10-11,15.00000,2024-10-11T144201
ITRI0003004,2024-10-11,18.00000,2024-10-11T144128
ITRI0003004,2024-10-11,17.00000,2024-10-11T144051
ITRI0003004,2024-10-11,10.00000,2024-10-11T143926
ITRI0003004,2024-10-11,18.00000,2024-10-11T143918
ITRI0003004,2024-10-11,18.00000,2024-10-11T143627
ITRI0003004,2024-10-11,18.00000,2024-10-11T143158
ITRI0003004,2024-10-11,18.00000,2024-10-11T143127
ITRI0003004,2024-10-11,18.00000,2024-10-11T143122
ITRI0003004,2024-10-11,18.00000,2024-10-11T143118
ITRI0003004,2024-10-11,29.00000,2024-10-11T143031
ITRI0003004,2024-10-11,18.00000,2024-10-11T142858
ITRI0003004,2024-10-11,18.00000,2024-10-11T142828
ITRI0003004,2024-10-11,39.00000,2024-10-11T142759
ITRI0003004,2024-10-11,40.00000,2024-10-11T142755
ITRI0003004,2024-10-11,37.00000,2024-10-11T142726
ITRI0003004,2024-10-11,18.00000,2024-10-11T142718
ITRI0003004,2024-10-11,18.00000,2024-10-11T142650
ITRI0003004,2024-10-11,18.00000,2024-10-11T142602
ITRI0003004,2024-10-11,18.00000,2024-10-11T142558
ITRI0003004,2024-10-11,27.00000,2024-10-11T142553
ITRI0003004,2024-10-11,18.00000,2024-10-11T142506
ITRI0003004,2024-10-11,12.00000,2024-10-11T142438
ITRI0003004,2024-10-11,18.00000,2024-10-11T142334
ITRI0003004,2024-10-11,31.00000,2024-10-11T142245
ITRI0003004,2024-10-11,18.00000,2024-10-11T142211
ITRI0003004,2024-10-11,11.00000,2024-10-11T142024
ITRI0003004,2024-10-11,10.00000,2024-10-11T141838
ITRI0003004,2024-10-11,13.00000,2024-10-11T141834
ITRI0003004,2024-10-11,14.00000,2024-10-11T141758
ITRI0003004,2024-10-11,18.00000,2024-10-11T141753
ITRI0003004,2024-10-11,11.00000,2024-10-11T141447
ITRI0003004,2024-10-11,11.00000,2024-10-11T140749
ITRI0003004,2024-10-11,18.00000,2024-10-11T140332
ITRI0003004,2024-10-11,14.00000,2024-10-11T135923
ITRI0003004,2024-10-11,14.00000,2024-10-11T135854
ITRI0003004,2024-10-11,18.00000,2024-10-11T135806
ITRI0003004,2024-10-11,13.00000,2024-10-11T135549
ITRI0003004,2024-10-11,18.00000,2024-10-11T135516
ITRI0003004,2024-10-11,10.00000,2024-10-11T135511
ITRI0003004,2024-10-11,12.00000,2024-10-11T135431
ITRI0003004,2024-10-11,13.00000,2024-10-11T135316
ITRI0003004,2024-10-11,10.00000,2024-10-11T135313
ITRI0011003,2024-10-11,16.00000,2024-10-11T111200
ITRI0011003,2024-10-11,17.00000,2024-10-11T110639
ITRI0011003,2024-10-11,14.00000,2024-10-11T110632
ITRI0011003,2024-10-11,16.00000,2024-10-11T110627
ITRI0011003,2024-10-11,17.00000,2024-10-11T110555
ITRI0011003,2024-10-11,17.00000,2024-10-11T110548
ITRI0000005,2024-10-11,35.00000,2024-10-11T105204
ITRI0000005,2024-10-11,35.00000,2024-10-11T105204
ITRI0000005,2024-10-11,22.00000,2024-10-11T105106
ITRI0000005,2024-10-11,22.00000,2024-10-11T105106
ITRI0005003,2024-10-11,18.00000,2024-10-11T100702
ITRI0005003,2024-10-11,18.00000,2024-10-11T100644
ITRI0005003,2024-10-11,10.00000,2024-10-11T100545
ITRI0005003,2024-10-11,18.00000,2024-10-11T100511
ITRI0005003,2024-10-11,18.00000,2024-10-11T100506
ITRI0005003,2024-10-11,18.00000,2024-10-11T100444
ITRI0005003,2024-10-11,18.00000,2024-10-11T100038
ITRI0005003,2024-10-11,18.00000,2024-10-11T100033
ITRI0005003,2024-10-11,18.00000,2024-10-11T100007
ITRI0011003,2024-10-11,16.00000,2024-10-11T100003
ITRI0011003,2024-10-11,18.00000,2024-10-11T095955
ITRI0011003,2024-10-11,12.00000,2024-10-11T095949
ITRI0005003,2024-10-11,10.00000,2024-10-11T095932
ITRI0005003,2024-10-11,16.00000,2024-10-11T095927
ITRI0005003,2024-10-11,12.00000,2024-10-11T095910
ITRI0011003,2024-10-11,36.00000,2024-10-11T095909
ITRI0011003,2024-10-11,40.00000,2024-10-11T095754
ITRI0011003,2024-10-11,18.00000,2024-10-11T095748
ITRI0011003,2024-10-11,14.00000,2024-10-11T095712
ITRI0011003,2024-10-11,18.00000,2024-10-11T095706
ITRI0011003,2024-10-11,18.00000,2024-10-11T095700
ITRI0011003,2024-10-11,35.00000,2024-10-11T095626
ITRI0011003,2024-10-11,15.00000,2024-10-11T095618
ITRI0011003,2024-10-11,10.00000,2024-10-11T095557
ITRI0011003,2024-10-11,18.00000,2024-10-11T095524
ITRI0011003,2024-10-11,32.00000,2024-10-11T095519
ITRI0011003,2024-10-11,12.00000,2024-10-11T095512
ITRI0011003,2024-10-11,18.00000,2024-10-11T095443
ITRI0011003,2024-10-11,18.00000,2024-10-11T095439
ITRI0011003,2024-10-11,10.00000,2024-10-11T095235
ITRI0011003,2024-10-11,17.00000,2024-10-11T095229
ITRI0011003,2024-10-11,18.00000,2024-10-11T095223
ITRI0011003,2024-10-11,18.00000,2024-10-11T095156
ITRI0011003,2024-10-11,38.00000,2024-10-11T095149
ITRI0011003,2024-10-11,18.00000,2024-10-11T095050
ITRI0005003,2024-10-09,38.00000,2024-10-09T150447
ITRI0005003,2024-10-09,35.00000,2024-10-09T150423
ITRI0005003,2024-10-09,38.00000,2024-10-09T150418
ITRI0005003,2024-10-09,18.00000,2024-10-09T150351
ITRI0005003,2024-10-09,18.00000,2024-10-09T150346
ITRI0005003,2024-10-09,18.00000,2024-10-09T150341
ITRI0005003,2024-10-09,18.00000,2024-10-09T150337
ITRI0005003,2024-10-09,18.00000,2024-10-09T150310
ITRI0005003,2024-10-09,18.00000,2024-10-09T150305
ITRI0005003,2024-10-09,18.00000,2024-10-09T150218
ITRI0009001,2024-10-09,10.00000,2024-10-09T150128
ITRI0009001,2024-10-09,10.00000,2024-10-09T150128
ITRI0009001,2024-10-09,18.00000,2024-10-09T143503
ITRI0009001,2024-10-09,18.00000,2024-10-09T143503
ITRI0004003,2024-10-09,10.00000,2024-10-09T110942
ITRI0004003,2024-10-09,10.00000,2024-10-09T110913
ITRI0004003,2024-10-09,10.00000,2024-10-09T110835
ITRI0004003,2024-10-09,18.00000,2024-10-09T110759
ITRI0004003,2024-10-09,15.00000,2024-10-09T110747
ITRI0004003,2024-10-09,14.00000,2024-10-09T110720
ITRI0004003,2024-10-09,11.00000,2024-10-09T110715
ITRI0004003,2024-10-09,18.00000,2024-10-09T110710
ITRI0004003,2024-10-09,18.00000,2024-10-09T110641
ITRI0004003,2024-10-09,18.00000,2024-10-09T110556
ITRI0000005,2024-10-09,18.00000,2024-10-09T103610
ITRI0000005,2024-10-09,18.00000,2024-10-09T103610
ITRI0000005,2024-10-09,18.00000,2024-10-09T103554
ITRI0000005,2024-10-09,18.00000,2024-10-09T103554
ITRI0000005,2024-10-09,11.00000,2024-10-09T103328
ITRI0000005,2024-10-09,11.00000,2024-10-09T103328
ITRI0000005,2024-10-09,14.00000,2024-10-09T103323
ITRI0000005,2024-10-09,14.00000,2024-10-09T103323
ITRI0000005,2024-10-09,40.00000,2024-10-09T103258
ITRI0000005,2024-10-09,40.00000,2024-10-09T103258
ITRI0000005,2024-10-09,11.00000,2024-10-09T103229
ITRI0000005,2024-10-09,11.00000,2024-10-09T103229
ITRI0000005,2024-10-09,10.00000,2024-10-09T103224
ITRI0000005,2024-10-09,10.00000,2024-10-09T103224
ITRI0000005,2024-10-09,12.00000,2024-10-09T103153
ITRI0000005,2024-10-09,12.00000,2024-10-09T103153
ITRI0000005,2024-10-09,31.00000,2024-10-09T103124
ITRI0000005,2024-10-09,31.00000,2024-10-09T103124
ITRI0000005,2024-10-09,18.00000,2024-10-09T103117
ITRI0000005,2024-10-09,18.00000,2024-10-09T103117
ITRI0000005,2024-10-09,18.00000,2024-10-09T103046
ITRI0000005,2024-10-09,18.00000,2024-10-09T103046
ITRI0000005,2024-10-09,18.00000,2024-10-09T102950
ITRI0000005,2024-10-09,18.00000,2024-10-09T102950
ITRI0000005,2024-10-09,18.00000,2024-10-09T102921
ITRI0000005,2024-10-09,18.00000,2024-10-09T102921
ITRI0000005,2024-10-09,18.00000,2024-10-09T102914
ITRI0000005,2024-10-09,18.00000,2024-10-09T102914
ITRI0000005,2024-10-09,18.00000,2024-10-09T102901
ITRI0000005,2024-10-09,18.00000,2024-10-09T102901
ITRI0000005,2024-10-09,18.00000,2024-10-09T102823
ITRI0000005,2024-10-09,18.00000,2024-10-09T102823
ITRI0005003,2024-10-09,18.00000,2024-10-09T102546
ITRI0005003,2024-10-09,38.00000,2024-10-09T101354
ITRI0005003,2024-10-09,18.00000,2024-10-09T100907
ITRI0005003,2024-10-09,18.00000,2024-10-09T100106
ITRI0005003,2024-10-09,18.00000,2024-10-09T100055
ITRI0005003,2024-10-09,18.00000,2024-10-09T100027
ITRI0005001,2024-10-08,36.00000,2024-10-08T151340
ITRI0003004,2024-10-08,18.00000,2024-10-08T144315
ITRI0003004,2024-10-08,18.00000,2024-10-08T144311
ITRI0003004,2024-10-08,38.00000,2024-10-08T144304
ITRI0003004,2024-10-08,18.00000,2024-10-08T144225
ITRI0003004,2024-10-08,38.00000,2024-10-08T144141
ITRI0003004,2024-10-08,18.00000,2024-10-08T142944
ITRI0003004,2024-10-08,35.00000,2024-10-08T142916
ITRI0003004,2024-10-08,18.00000,2024-10-08T142907
ITRI0003004,2024-10-08,18.00000,2024-10-08T142835
ITRI0003004,2024-10-08,11.00000,2024-10-08T142831
ITRI0003004,2024-10-08,18.00000,2024-10-08T142704
ITRI0003004,2024-10-08,18.00000,2024-10-08T142658
ITRI0003004,2024-10-08,18.00000,2024-10-08T142653
ITRI0003004,2024-10-08,31.00000,2024-10-08T142559
ITRI0003004,2024-10-08,15.00000,2024-10-08T142551
ITRI0003004,2024-10-08,18.00000,2024-10-08T142522
ITRI0003004,2024-10-08,12.00000,2024-10-08T142406
ITRI0003004,2024-10-08,20.00000,2024-10-08T142143
ITRI0003004,2024-10-08,18.00000,2024-10-08T142048
ITRI0003004,2024-10-08,39.00000,2024-10-08T141927
ITRI0003004,2024-10-08,18.00000,2024-10-08T141906
ITRI0003004,2024-10-08,37.00000,2024-10-08T141804
ITRI0003004,2024-10-08,40.00000,2024-10-08T141800
ITRI0003004,2024-10-08,28.00000,2024-10-08T141653
ITRI0003004,2024-10-08,16.00000,2024-10-08T141450
ITRI0003004,2024-10-08,15.00000,2024-10-08T141356
ITRI0003004,2024-10-08,15.00000,2024-10-08T140927
ITRI0003004,2024-10-08,15.00000,2024-10-08T140750
ITRI0003004,2024-10-08,18.00000,2024-10-08T135947
ITRI0003004,2024-10-08,15.00000,2024-10-08T135901
ITRI0003004,2024-10-08,18.00000,2024-10-08T135732
ITRI0003004,2024-10-08,12.00000,2024-10-08T135727
ITRI0003004,2024-10-08,18.00000,2024-10-08T135657
ITRI0003004,2024-10-08,10.00000,2024-10-08T135614
ITRI0003004,2024-10-08,18.00000,2024-10-08T135452
ITRI0003004,2024-10-08,13.00000,2024-10-08T135447
ITRI0003004,2024-10-08,18.00000,2024-10-08T135304
ITRI0003004,2024-10-08,10.00000,2024-10-08T135142
ITRI0003004,2024-10-08,18.00000,2024-10-08T135015
ITRI0003004,2024-10-08,18.00000,2024-10-08T134915
ITRI0003004,2024-10-08,11.00000,2024-10-08T134818
ITRI0003004,2024-10-08,18.00000,2024-10-08T134740
ITRI0003004,2024-10-08,18.00000,2024-10-08T134736
ITRI0003004,2024-10-08,18.00000,2024-10-08T134706
ITRI0003004,2024-10-08,13.00000,2024-10-08T134632
ITRI0003004,2024-10-08,18.00000,2024-10-08T134204
ITRI0003004,2024-10-08,18.00000,2024-10-08T134130
ITRI0003004,2024-10-08,18.00000,2024-10-08T134006
ITRI0003004,2024-10-08,18.00000,2024-10-08T133853
ITRI0003004,2024-10-08,30.00000,2024-10-08T133819
ITRI0003004,2024-10-08,18.00000,2024-10-08T133814
ITRI0003003,2024-10-08,14.00000,2024-10-08T125711
ITRI0003003,2024-10-08,16.00000,2024-10-08T125707
ITRI0003003,2024-10-08,10.00000,2024-10-08T125633
ITRI0003003,2024-10-08,12.00000,2024-10-08T125546
ITRI0003003,2024-10-08,18.00000,2024-10-08T125541
ITRI0003003,2024-10-08,18.00000,2024-10-08T125515
ITRI0003003,2024-10-08,18.00000,2024-10-08T125509
ITRI0003003,2024-10-08,18.00000,2024-10-08T125500
ITRI0003003,2024-10-08,13.00000,2024-10-08T125436
ITRI0003003,2024-10-08,18.00000,2024-10-08T125412
ITRI0003003,2024-10-08,30.00000,2024-10-08T125407
ITRI0003003,2024-10-08,18.00000,2024-10-08T125342
ITRI0003003,2024-10-08,18.00000,2024-10-08T125337
ITRI0003003,2024-10-08,18.00000,2024-10-08T125331
ITRI0003003,2024-10-08,18.00000,2024-10-08T125303
ITRI0003003,2024-10-08,18.00000,2024-10-08T125258
ITRI0003003,2024-10-08,18.00000,2024-10-08T125253
ITRI0003003,2024-10-08,18.00000,2024-10-08T125050
ITRI0003003,2024-10-08,12.00000,2024-10-08T124723
ITRI0003003,2024-10-08,10.00000,2024-10-08T124026
ITRI0003003,2024-10-08,10.00000,2024-10-08T123759
ITRI0003004,2024-10-08,28.00000,2024-10-08T105404
ITRI0003004,2024-10-08,31.00000,2024-10-08T105304
ITRI0003004,2024-10-08,18.00000,2024-10-08T105300
ITRI0003004,2024-10-08,17.00000,2024-10-08T105256
ITRI0003004,2024-10-08,16.00000,2024-10-08T105139
ITRI0003004,2024-10-08,18.00000,2024-10-08T105113
ITRI0003004,2024-10-08,18.00000,2024-10-08T104717
ITRI0003004,2024-10-08,36.00000,2024-10-08T104708
ITRI0003004,2024-10-08,18.00000,2024-10-08T104514
ITRI0003004,2024-10-08,10.00000,2024-10-08T104446
ITRI0003004,2024-10-08,18.00000,2024-10-08T104246
ITRI0003004,2024-10-08,18.00000,2024-10-08T104242
ITRI0003004,2024-10-08,11.00000,2024-10-08T104239
ITRI0003004,2024-10-08,14.00000,2024-10-08T104234
ITRI0003004,2024-10-08,10.00000,2024-10-08T104105
ITRI0003004,2024-10-08,18.00000,2024-10-08T104101
ITRI0003004,2024-10-08,35.00000,2024-10-08T104003
ITRI0003004,2024-10-08,10.00000,2024-10-08T103727
ITRI0003004,2024-10-08,10.00000,2024-10-08T103640
ITRI0003004,2024-10-08,18.00000,2024-10-08T103635
ITRI0003004,2024-10-08,18.00000,2024-10-08T103448
ITRI0003004,2024-10-08,18.00000,2024-10-08T103402
ITRI0003004,2024-10-08,10.00000,2024-10-08T103316
ITRI0003004,2024-10-08,18.00000,2024-10-08T103011
ITRI0003004,2024-10-08,11.00000,2024-10-08T103004
ITRI0003004,2024-10-08,11.00000,2024-10-08T102906
ITRI0003004,2024-10-08,18.00000,2024-10-08T102832
ITRI0003004,2024-10-08,11.00000,2024-10-08T102543
ITRI0003004,2024-10-08,18.00000,2024-10-08T102408
ITRI0005001,2024-10-08,13.00000,2024-10-08T102346
ITRI0003004,2024-10-08,18.00000,2024-10-08T102342
ITRI0005001,2024-10-08,10.00000,2024-10-08T102339
ITRI0005001,2024-10-08,10.00000,2024-10-08T102334
ITRI0005001,2024-10-08,18.00000,2024-10-08T102330
ITRI0005001,2024-10-08,18.00000,2024-10-08T102320
ITRI0005001,2024-10-08,18.00000,2024-10-08T102317
ITRI0005001,2024-10-08,17.00000,2024-10-08T102312
ITRI0005001,2024-10-08,18.00000,2024-10-08T102305
ITRI0005001,2024-10-08,18.00000,2024-10-08T102301
ITRI0005001,2024-10-08,18.00000,2024-10-08T102257
ITRI0005001,2024-10-08,18.00000,2024-10-08T102254
ITRI0003004,2024-10-08,10.00000,2024-10-08T102241
ITRI0005001,2024-10-08,18.00000,2024-10-08T102231
ITRI0005001,2024-10-08,18.00000,2024-10-08T102225
ITRI0005001,2024-10-08,18.00000,2024-10-08T102212
ITRI0005001,2024-10-08,12.00000,2024-10-08T102206
