id,site_id,site_type,serial_number,lat,lng,isinside,city,town,road,address,addressAmenity,nominatimOSMdata,fixdate,Pipe_diameter,wav_data,error_code,leak_result,date,time,ai_result,leakreason,leakmanage,created,dip,env,pvc,tfc,fft_peak,memo
269806,AI_Luna,mobile,ITRI0001002,25.1506328000,121.7677836000,1,基隆市,八尺門,中正路656巷,基隆市八尺門中正路656巷,"","",0000-00-00,,2024-08-01T142505,OK,UK,2024-08-01,14:25:05.000000,84.00000,,,2024-08-01 06:25:12.668729,13.00000,1.00000,71.00000,15.00000,"[{""data"":""78.5081"",""hz"":""521.7391""},{""data"":""18.2622"",""hz"":""177.1218""},{""data"":""5.8749"",""hz"":""102.5641""}]",
269807,AI_Luna,mobile,ITRI0001002,25.1506317000,121.7677823000,1,基隆市,八尺門,中正路656巷,基隆市八尺門中正路656巷,"","",0000-00-00,,2024-08-01T142509,OK,UK,2024-08-01,14:25:09.000000,82.00000,,,2024-08-01 06:25:17.840214,13.00000,1.00000,69.00000,17.00000,"[{""data"":""75.7524"",""hz"":""527.4725""},{""data"":""24.0451"",""hz"":""170.8185""},{""data"":""12.2216"",""hz"":""102.7837""}]",
269843,ITRI_AI01,mobile,ITRI0003003,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T101815,OK,UK,2024-08-02,10:18:15.000000,71.00000,,,2024-08-02 02:18:24.232031,11.00000,5.00000,60.00000,24.00000,"[{""data"":""43.5176"",""hz"":""558.1395""},{""data"":""25.1201"",""hz"":""284.0237""},{""data"":""28.5162"",""hz"":""190.4762""},{""data"":""4.7418"",""hz"":""111.6279""}]",
269926,ITRI_AI01,mobile,ITRI0003003,24.5291670000,120.7994370000,0,苗栗縣,苗栗市,坪頂西,南勢里坪頂西,"","{""place_id"":201987930,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":248557959,""lat"":""24.52918109390742"",""lon"":""120.79948287710681"",""category"":""highway"",""type"":""unclassified"",""place_rank"":26,""importance"":0.10000999999999993,""addresstype"":""road"",""name"":""坪頂西"",""display_name"":""坪頂西, 大坪頂, 南勢里, 苗栗市, 苗栗縣, 36003, 臺灣"",""address"":{""road"":""坪頂西"",""hamlet"":""大坪頂"",""city_district"":""南勢里"",""town"":""苗栗市"",""county"":""苗栗縣"",""ISO3166-2-lvl4"":""TW-MIA"",""postcode"":""36003"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""24.5287799"",""24.5313221"",""120.7990731"",""120.8018867""]}",0000-00-00,,2024-08-02T113701,OK,UK,2024-08-02,11:37:01.000000,71.00000,,,2024-08-02 03:44:03.398787,11.00000,5.00000,60.00000,24.00000,"[{""data"":""51.4840"",""hz"":""480.0000""},{""data"":""10.5490"",""hz"":""172.6619""},{""data"":""0.3690"",""hz"":""111.6279""}]",
269952,ITRI_AI01,mobile,ITRI0003003,24.5292540000,120.7994370000,0,苗栗縣,苗栗市,坪頂西,南勢里坪頂西,"","{""place_id"":201987930,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":248557959,""lat"":""24.529262848977286"",""lon"":""120.79945515889631"",""category"":""highway"",""type"":""unclassified"",""place_rank"":26,""importance"":0.10000999999999993,""addresstype"":""road"",""name"":""坪頂西"",""display_name"":""坪頂西, 大坪頂, 南勢里, 苗栗市, 苗栗縣, 36003, 臺灣"",""address"":{""road"":""坪頂西"",""hamlet"":""大坪頂"",""city_district"":""南勢里"",""town"":""苗栗市"",""county"":""苗栗縣"",""ISO3166-2-lvl4"":""TW-MIA"",""postcode"":""36003"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""24.5287799"",""24.5313221"",""120.7990731"",""120.8018867""]}",0000-00-00,,2024-08-02T113727,OK,UK,2024-08-02,11:37:27.000000,75.00000,,,2024-08-02 03:44:29.994450,11.00000,3.00000,64.00000,22.00000,"[{""data"":""84.3829"",""hz"":""461.5385""},{""data"":""1.2756"",""hz"":""167.8322""},{""data"":""12.9028"",""hz"":""133.3333""},{""data"":""16.7880"",""hz"":""103.4483""}]",
269957,ITRI_AI01,mobile,ITRI0003003,24.5292740000,120.7994320000,0,苗栗縣,苗栗市,坪頂西,南勢里坪頂西,"","{""place_id"":201987930,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":248557959,""lat"":""24.52928097996654"",""lon"":""120.79944632351835"",""category"":""highway"",""type"":""unclassified"",""place_rank"":26,""importance"":0.10000999999999993,""addresstype"":""road"",""name"":""坪頂西"",""display_name"":""坪頂西, 大坪頂, 南勢里, 苗栗市, 苗栗縣, 36003, 臺灣"",""address"":{""road"":""坪頂西"",""hamlet"":""大坪頂"",""city_district"":""南勢里"",""town"":""苗栗市"",""county"":""苗栗縣"",""ISO3166-2-lvl4"":""TW-MIA"",""postcode"":""36003"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""24.5287799"",""24.5313221"",""120.7990731"",""120.8018867""]}",0000-00-00,,2024-08-02T113732,OK,UK,2024-08-02,11:37:32.000000,77.00000,,,2024-08-02 03:44:33.581857,12.00000,3.00000,65.00000,20.00000,"[{""data"":""73.3783"",""hz"":""461.5385""},{""data"":""4.4989"",""hz"":""172.0430""},{""data"":""11.0072"",""hz"":""135.5932""},{""data"":""16.6255"",""hz"":""103.8961""}]",
269961,ITRI_AI01,mobile,ITRI0003003,24.5292690000,120.7994320000,0,苗栗縣,苗栗市,坪頂西,南勢里坪頂西,"","{""place_id"":201987930,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":248557959,""lat"":""24.529276939461887"",""lon"":""120.799448292489"",""category"":""highway"",""type"":""unclassified"",""place_rank"":26,""importance"":0.10000999999999993,""addresstype"":""road"",""name"":""坪頂西"",""display_name"":""坪頂西, 大坪頂, 南勢里, 苗栗市, 苗栗縣, 36003, 臺灣"",""address"":{""road"":""坪頂西"",""hamlet"":""大坪頂"",""city_district"":""南勢里"",""town"":""苗栗市"",""county"":""苗栗縣"",""ISO3166-2-lvl4"":""TW-MIA"",""postcode"":""36003"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""24.5287799"",""24.5313221"",""120.7990731"",""120.8018867""]}",0000-00-00,,2024-08-02T113737,OK,UK,2024-08-02,11:37:37.000000,76.00000,,,2024-08-02 03:44:37.514451,12.00000,3.00000,64.00000,21.00000,"[{""data"":""75.9942"",""hz"":""466.0194""},{""data"":""8.9832"",""hz"":""170.8185""},{""data"":""4.6850"",""hz"":""137.9310""},{""data"":""15.3319"",""hz"":""103.4483""}]",
269963,ITRI_AI01,mobile,ITRI0001001,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T101338,OK,UK,2024-08-02,10:13:38.000000,73.00000,,,2024-08-02 03:44:39.085998,11.00000,4.00000,62.00000,23.00000,"[{""data"":""71.5927"",""hz"":""505.2632""},{""data"":""29.1877"",""hz"":""166.6667""}]",
269966,ITRI_AI01,mobile,ITRI0003003,24.5292860000,120.7994050000,0,苗栗縣,苗栗市,坪頂西,南勢里坪頂西,"","{""place_id"":201987930,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":248557959,""lat"":""24.52930130961921"",""lon"":""120.7994364167139"",""category"":""highway"",""type"":""unclassified"",""place_rank"":26,""importance"":0.10000999999999993,""addresstype"":""road"",""name"":""坪頂西"",""display_name"":""坪頂西, 大坪頂, 南勢里, 苗栗市, 苗栗縣, 36003, 臺灣"",""address"":{""road"":""坪頂西"",""hamlet"":""大坪頂"",""city_district"":""南勢里"",""town"":""苗栗市"",""county"":""苗栗縣"",""ISO3166-2-lvl4"":""TW-MIA"",""postcode"":""36003"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""24.5287799"",""24.5313221"",""120.7990731"",""120.8018867""]}",0000-00-00,,2024-08-02T113742,OK,UK,2024-08-02,11:37:42.000000,79.00000,,,2024-08-02 03:44:41.581250,12.00000,2.00000,67.00000,19.00000,"[{""data"":""80.2199"",""hz"":""470.5882""},{""data"":""6.4120"",""hz"":""172.6619""},{""data"":""9.3778"",""hz"":""137.9310""},{""data"":""16.8000"",""hz"":""103.8961""}]",
269970,ITRI_AI01,mobile,ITRI0001001,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T101343,OK,UK,2024-08-02,10:13:43.000000,77.00000,,,2024-08-02 03:44:44.622499,12.00000,3.00000,65.00000,20.00000,"[{""data"":""79.3206"",""hz"":""500.0000""},{""data"":""35.5958"",""hz"":""166.6667""},{""data"":""4.9398"",""hz"":""102.1277""}]",
269971,ITRI_AI01,mobile,ITRI0003003,24.5292920000,120.7993830000,0,苗栗縣,苗栗市,坪頂西,南勢里坪頂西,"","{""place_id"":201987930,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":248557959,""lat"":""24.52931482169565"",""lon"":""120.79942983216958"",""category"":""highway"",""type"":""unclassified"",""place_rank"":26,""importance"":0.10000999999999993,""addresstype"":""road"",""name"":""坪頂西"",""display_name"":""坪頂西, 大坪頂, 南勢里, 苗栗市, 苗栗縣, 36003, 臺灣"",""address"":{""road"":""坪頂西"",""hamlet"":""大坪頂"",""city_district"":""南勢里"",""town"":""苗栗市"",""county"":""苗栗縣"",""ISO3166-2-lvl4"":""TW-MIA"",""postcode"":""36003"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""24.5287799"",""24.5313221"",""120.7990731"",""120.8018867""]}",0000-00-00,,2024-08-02T113747,OK,UK,2024-08-02,11:37:47.000000,75.00000,,,2024-08-02 03:44:45.866269,12.00000,3.00000,63.00000,22.00000,"[{""data"":""75.4693"",""hz"":""470.5882""},{""data"":""8.4544"",""hz"":""172.6619""},{""data"":""8.0650"",""hz"":""137.1429""},{""data"":""17.2513"",""hz"":""103.6717""}]",
269973,ITRI_AI01,mobile,ITRI0001001,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T101348,OK,UK,2024-08-02,10:13:48.000000,72.00000,,,2024-08-02 03:44:48.378245,11.00000,5.00000,61.00000,23.00000,"[{""data"":""80.3771"",""hz"":""510.6383""},{""data"":""37.4099"",""hz"":""167.2474""},{""data"":""5.6343"",""hz"":""100.8403""}]",
269976,ITRI_AI01,mobile,ITRI0003003,24.5292860000,120.7994600000,0,苗栗縣,苗栗市,坪頂西,南勢里坪頂西,"","{""place_id"":201987930,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":248557959,""lat"":""24.529279650942055"",""lon"":""120.79944697116275"",""category"":""highway"",""type"":""unclassified"",""place_rank"":26,""importance"":0.10000999999999993,""addresstype"":""road"",""name"":""坪頂西"",""display_name"":""坪頂西, 大坪頂, 南勢里, 苗栗市, 苗栗縣, 36003, 臺灣"",""address"":{""road"":""坪頂西"",""hamlet"":""大坪頂"",""city_district"":""南勢里"",""town"":""苗栗市"",""county"":""苗栗縣"",""ISO3166-2-lvl4"":""TW-MIA"",""postcode"":""36003"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""24.5287799"",""24.5313221"",""120.7990731"",""120.8018867""]}",0000-00-00,,2024-08-02T113751,OK,UK,2024-08-02,11:37:51.000000,76.00000,,,2024-08-02 03:44:51.105558,12.00000,3.00000,64.00000,22.00000,"[{""data"":""77.1064"",""hz"":""470.5882""},{""data"":""8.1540"",""hz"":""171.4286""},{""data"":""4.4730"",""hz"":""137.9310""},{""data"":""13.5973"",""hz"":""103.8961""}]",
269977,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T110310,OK,UK,2024-08-02,11:03:10.000000,71.00000,,,2024-08-02 03:44:51.431176,11.00000,5.00000,60.00000,24.00000,"[{""data"":""183.4355"",""hz"":""631.5789""},{""data"":""68.4582"",""hz"":""210.5263""},{""data"":""25.6601"",""hz"":""126.3158""}]",
269979,ITRI_AI01,mobile,ITRI0001001,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T101352,OK,UK,2024-08-02,10:13:52.000000,72.00000,,,2024-08-02 03:44:53.314683,11.00000,4.00000,61.00000,23.00000,"[{""data"":""57.0225"",""hz"":""505.2632""},{""data"":""32.8191"",""hz"":""166.6667""}]",
269981,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T110313,OK,UK,2024-08-02,11:03:13.000000,74.00000,,,2024-08-02 03:44:54.579674,11.00000,4.00000,63.00000,22.00000,"[{""data"":""169.3688"",""hz"":""631.5789""},{""data"":""59.3617"",""hz"":""211.4537""},{""data"":""21.9602"",""hz"":""125.6545""}]",
269982,ITRI_AI01,mobile,ITRI0003003,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T113801,OK,UK,2024-08-02,11:38:01.000000,71.00000,,,2024-08-02 03:44:54.856082,11.00000,5.00000,60.00000,24.00000,"[{""data"":""69.4432"",""hz"":""500.0000""},{""data"":""11.1832"",""hz"":""192.0000""},{""data"":""4.4996"",""hz"":""146.7890""},{""data"":""7.3019"",""hz"":""113.4752""}]",
269999,AI_Luna,mobile,ITRI0001002,25.1332920000,121.7305860000,0,基隆市,安樂區,安一路210巷,安樂區安一路210巷,"","{""place_id"":380833802,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":368615816,""lat"":""25.1331904"",""lon"":""121.7306107"",""category"":""highway"",""type"":""service"",""place_rank"":27,""importance"":0.04006288776989394,""addresstype"":""road"",""name"":""安一路210巷"",""display_name"":""安一路210巷, 慈仁里, 安樂區, 蚵殼港, 基隆市, 20443, 臺灣"",""address"":{""road"":""安一路210巷"",""neighbourhood"":""慈仁里"",""suburb"":""安樂區"",""village"":""蚵殼港"",""city"":""基隆市"",""ISO3166-2-lvl4"":""TW-KEE"",""postcode"":""20443"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""25.1331285"",""25.1335123"",""121.7306107"",""121.7313422""]}",0000-00-00,,2024-08-02T110640,OK,UK,2024-08-02,11:06:40.000000,73.00000,,,2024-08-02 03:45:12.965499,11.00000,4.00000,62.00000,23.00000,"[{""data"":""154.7616"",""hz"":""676.0563""},{""data"":""65.6993"",""hz"":""220.1835""},{""data"":""39.1317"",""hz"":""132.5967""}]",
270003,AI_Luna,mobile,ITRI0001002,25.1333070000,121.7305380000,0,基隆市,安樂區,安一路210巷,安樂區安一路210巷,"","{""place_id"":380833802,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":368615816,""lat"":""25.1331904"",""lon"":""121.7306107"",""category"":""highway"",""type"":""service"",""place_rank"":27,""importance"":0.04006288776989394,""addresstype"":""road"",""name"":""安一路210巷"",""display_name"":""安一路210巷, 慈仁里, 安樂區, 蚵殼港, 基隆市, 20443, 臺灣"",""address"":{""road"":""安一路210巷"",""neighbourhood"":""慈仁里"",""suburb"":""安樂區"",""village"":""蚵殼港"",""city"":""基隆市"",""ISO3166-2-lvl4"":""TW-KEE"",""postcode"":""20443"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""25.1331285"",""25.1335123"",""121.7306107"",""121.7313422""]}",0000-00-00,,2024-08-02T110739,OK,UK,2024-08-02,11:07:39.000000,79.00000,,,2024-08-02 03:45:17.302461,12.00000,2.00000,67.00000,20.00000,"[{""data"":""159.7288"",""hz"":""676.0563""},{""data"":""69.3723"",""hz"":""221.1982""},{""data"":""38.4261"",""hz"":""131.5068""}]",
270007,AI_Luna,mobile,ITRI0001002,25.1333070000,121.7305380000,0,基隆市,安樂區,安一路210巷,安樂區安一路210巷,"","{""place_id"":380833802,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":368615816,""lat"":""25.1331904"",""lon"":""121.7306107"",""category"":""highway"",""type"":""service"",""place_rank"":27,""importance"":0.04006288776989394,""addresstype"":""road"",""name"":""安一路210巷"",""display_name"":""安一路210巷, 慈仁里, 安樂區, 蚵殼港, 基隆市, 20443, 臺灣"",""address"":{""road"":""安一路210巷"",""neighbourhood"":""慈仁里"",""suburb"":""安樂區"",""village"":""蚵殼港"",""city"":""基隆市"",""ISO3166-2-lvl4"":""TW-KEE"",""postcode"":""20443"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""25.1331285"",""25.1335123"",""121.7306107"",""121.7313422""]}",0000-00-00,,2024-08-02T110743,OK,UK,2024-08-02,11:07:43.000000,78.00000,,,2024-08-02 03:45:21.006315,12.00000,2.00000,66.00000,20.00000,"[{""data"":""170.3566"",""hz"":""666.6667""},{""data"":""69.7547"",""hz"":""222.2222""},{""data"":""39.1792"",""hz"":""133.3333""}]",
270011,AI_Luna,mobile,ITRI0001002,25.1333070000,121.7305380000,0,基隆市,安樂區,安一路210巷,安樂區安一路210巷,"","{""place_id"":380833802,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":368615816,""lat"":""25.1331904"",""lon"":""121.7306107"",""category"":""highway"",""type"":""service"",""place_rank"":27,""importance"":0.04006288776989394,""addresstype"":""road"",""name"":""安一路210巷"",""display_name"":""安一路210巷, 慈仁里, 安樂區, 蚵殼港, 基隆市, 20443, 臺灣"",""address"":{""road"":""安一路210巷"",""neighbourhood"":""慈仁里"",""suburb"":""安樂區"",""village"":""蚵殼港"",""city"":""基隆市"",""ISO3166-2-lvl4"":""TW-KEE"",""postcode"":""20443"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""25.1331285"",""25.1335123"",""121.7306107"",""121.7313422""]}",0000-00-00,,2024-08-02T110747,OK,UK,2024-08-02,11:07:47.000000,73.00000,,,2024-08-02 03:45:24.478243,11.00000,4.00000,62.00000,23.00000,"[{""data"":""150.8738"",""hz"":""676.0563""},{""data"":""65.2673"",""hz"":""221.1982""},{""data"":""32.2842"",""hz"":""132.9640""}]",
270044,ITRI_AI01,mobile,ITRI0003003,24.5292920000,120.7994320000,0,苗栗縣,苗栗市,坪頂西,南勢里坪頂西,"","{""place_id"":201987930,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":248557959,""lat"":""24.52929552578328"",""lon"":""120.79943923522401"",""category"":""highway"",""type"":""unclassified"",""place_rank"":26,""importance"":0.10000999999999993,""addresstype"":""road"",""name"":""坪頂西"",""display_name"":""坪頂西, 大坪頂, 南勢里, 苗栗市, 苗栗縣, 36003, 臺灣"",""address"":{""road"":""坪頂西"",""hamlet"":""大坪頂"",""city_district"":""南勢里"",""town"":""苗栗市"",""county"":""苗栗縣"",""ISO3166-2-lvl4"":""TW-MIA"",""postcode"":""36003"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""24.5287799"",""24.5313221"",""120.7990731"",""120.8018867""]}",0000-00-00,,2024-08-02T114216,OK,UK,2024-08-02,11:42:16.000000,72.00000,,,2024-08-02 03:46:09.392280,11.00000,5.00000,61.00000,24.00000,"[{""data"":""67.4825"",""hz"":""466.0194""},{""data"":""9.7677"",""hz"":""163.8225""},{""data"":""0.3669"",""hz"":""134.0782""},{""data"":""7.4967"",""hz"":""103.2258""}]",
270068,ITRI_AI01,mobile,ITRI0003003,24.5292990000,120.7994420000,0,苗栗縣,苗栗市,坪頂西,南勢里坪頂西,"","{""place_id"":201987930,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":248557959,""lat"":""24.529297244548488"",""lon"":""120.7994383976558"",""category"":""highway"",""type"":""unclassified"",""place_rank"":26,""importance"":0.10000999999999993,""addresstype"":""road"",""name"":""坪頂西"",""display_name"":""坪頂西, 大坪頂, 南勢里, 苗栗市, 苗栗縣, 36003, 臺灣"",""address"":{""road"":""坪頂西"",""hamlet"":""大坪頂"",""city_district"":""南勢里"",""town"":""苗栗市"",""county"":""苗栗縣"",""ISO3166-2-lvl4"":""TW-MIA"",""postcode"":""36003"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""24.5287799"",""24.5313221"",""120.7990731"",""120.8018867""]}",0000-00-00,,2024-08-02T114323,OK,UK,2024-08-02,11:43:23.000000,77.00000,,,2024-08-02 03:46:44.814184,12.00000,3.00000,65.00000,21.00000,"[{""data"":""92.3287"",""hz"":""457.1429""},{""data"":""11.3516"",""hz"":""160.0000""}]",
270071,ITRI_AI01,mobile,ITRI0003003,24.5292990000,120.7994420000,0,苗栗縣,苗栗市,坪頂西,南勢里坪頂西,"","{""place_id"":201987930,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":248557959,""lat"":""24.529297244548488"",""lon"":""120.7994383976558"",""category"":""highway"",""type"":""unclassified"",""place_rank"":26,""importance"":0.10000999999999993,""addresstype"":""road"",""name"":""坪頂西"",""display_name"":""坪頂西, 大坪頂, 南勢里, 苗栗市, 苗栗縣, 36003, 臺灣"",""address"":{""road"":""坪頂西"",""hamlet"":""大坪頂"",""city_district"":""南勢里"",""town"":""苗栗市"",""county"":""苗栗縣"",""ISO3166-2-lvl4"":""TW-MIA"",""postcode"":""36003"",""country"":""臺灣"",""country_code"":""tw""},""boundingbox"":[""24.5287799"",""24.5313221"",""120.7990731"",""120.8018867""]}",0000-00-00,,2024-08-02T114328,OK,UK,2024-08-02,11:43:28.000000,78.00000,,,2024-08-02 03:46:48.202460,12.00000,2.00000,66.00000,20.00000,"[{""data"":""95.9155"",""hz"":""470.5882""},{""data"":""14.9691"",""hz"":""164.3836""},{""data"":""6.6796"",""hz"":""102.1277""}]",
270216,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T143542,OK,UK,2024-08-02,14:35:42.000000,86.00000,,,2024-08-02 06:36:11.715606,14.00000,1.00000,72.00000,14.00000,"[{""data"":""104.5736"",""hz"":""533.3333""},{""data"":""17.5876"",""hz"":""175.8242""},{""data"":""5.0537"",""hz"":""114.2857""}]",
270217,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T143604,OK,UK,2024-08-02,14:36:04.000000,84.00000,,,2024-08-02 06:36:17.106802,13.00000,1.00000,71.00000,15.00000,"[{""data"":""99.5437"",""hz"":""539.3258""},{""data"":""17.6080"",""hz"":""176.4706""},{""data"":""1.9105"",""hz"":""114.8325""}]",
270220,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T143608,OK,UK,2024-08-02,14:36:08.000000,87.00000,,,2024-08-02 06:36:27.924841,13.00000,0.00000,74.00000,13.00000,"[{""data"":""117.2026"",""hz"":""533.3333""},{""data"":""35.2913"",""hz"":""174.5455""},{""data"":""8.4287"",""hz"":""103.6717""}]",
270221,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T143624,OK,UK,2024-08-02,14:36:24.000000,84.00000,,,2024-08-02 06:36:32.607441,13.00000,1.00000,71.00000,15.00000,"[{""data"":""129.8440"",""hz"":""533.3333""},{""data"":""37.1363"",""hz"":""177.7778""},{""data"":""8.3180"",""hz"":""104.1215""}]",
270222,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T143627,OK,UK,2024-08-02,14:36:27.000000,84.00000,,,2024-08-02 06:36:35.845242,13.00000,1.00000,71.00000,15.00000,"[{""data"":""124.6231"",""hz"":""539.3258""},{""data"":""35.5302"",""hz"":""178.4387""},{""data"":""5.6842"",""hz"":""107.3826""}]",
270223,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T143631,OK,UK,2024-08-02,14:36:31.000000,84.00000,,,2024-08-02 06:36:38.908865,13.00000,1.00000,71.00000,15.00000,"[{""data"":""123.4059"",""hz"":""533.3333""},{""data"":""34.6801"",""hz"":""176.4706""},{""data"":""9.4848"",""hz"":""103.8961""}]",
270224,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T143635,OK,UK,2024-08-02,14:36:35.000000,85.00000,,,2024-08-02 06:36:41.974696,13.00000,1.00000,72.00000,14.00000,"[{""data"":""118.7341"",""hz"":""539.3258""},{""data"":""32.6555"",""hz"":""177.1218""},{""data"":""4.8623"",""hz"":""105.9603""}]",
270263,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T150741,OK,UK,2024-08-02,15:07:41.000000,71.00000,,,2024-08-02 07:07:48.598773,11.00000,5.00000,60.00000,24.00000,"[{""data"":""36.6113"",""hz"":""539.3258""},{""data"":""16.9428"",""hz"":""183.2061""},{""data"":""9.1045"",""hz"":""112.4122""}]",
270265,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T150748,OK,UK,2024-08-02,15:07:48.000000,72.00000,,,2024-08-02 07:07:54.015002,10.00000,5.00000,62.00000,24.00000,"[{""data"":""37.9074"",""hz"":""545.4545""},{""data"":""16.1672"",""hz"":""183.2061""},{""data"":""8.8402"",""hz"":""112.9412""}]",
270273,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T150912,OK,UK,2024-08-02,15:09:12.000000,79.00000,,,2024-08-02 07:09:22.301835,12.00000,2.00000,67.00000,19.00000,"[{""data"":""60.6298"",""hz"":""545.4545""},{""data"":""24.4621"",""hz"":""183.9080""},{""data"":""11.8776"",""hz"":""111.8881""}]",
270274,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T150918,OK,UK,2024-08-02,15:09:18.000000,76.00000,,,2024-08-02 07:09:28.838400,11.00000,3.00000,65.00000,21.00000,"[{""data"":""54.9813"",""hz"":""551.7241""},{""data"":""22.9272"",""hz"":""185.3282""},{""data"":""11.2697"",""hz"":""112.1495""}]",
270275,AI_Luna,mobile,ITRI0001002,0.0000000000,0.0000000000,1,"",[未知鄉鎮],[未知道路],"","","",0000-00-00,,2024-08-02T150923,OK,UK,2024-08-02,15:09:23.000000,85.00000,,,2024-08-02 07:10:01.463657,13.00000,1.00000,72.00000,14.00000,"[{""data"":""108.2302"",""hz"":""516.1290""},{""data"":""40.1840"",""hz"":""172.0430""},{""data"":""26.0259"",""hz"":""103.2258""}]",
